left_eye_center_x     7039
left_eye_center_y     7039
right_eye_center_x    7036
right_eye_center_y    7036
Image                 7049
dtype: int64
Loaded parameters to layer 'conv1' (shape 32x1x3x3).
Loaded parameters to layer 'conv1' (shape 32).
Loaded parameters to layer 'conv2' (shape 64x32x2x2).
Loaded parameters to layer 'conv2' (shape 64).
Loaded parameters to layer 'conv3' (shape 128x64x2x2).
Loaded parameters to layer 'conv3' (shape 128).
Loaded parameters to layer 'hidden4' (shape 15488x1000).
Loaded parameters to layer 'hidden4' (shape 1000).
Loaded parameters to layer 'hidden5' (shape 1000x1000).
Loaded parameters to layer 'hidden5' (shape 1000).
Could not load parameters to layer 'output' because shapes did not match: 1000x4 vs 1000x30.
Could not load parameters to layer 'output' because shapes did not match: 4 vs 30.
Training model for columns ('left_eye_center_x', 'left_eye_center_y', 'right_eye_center_x', 'right_eye_center_y') for 1421 epochs
# Neural Network with 16535476 learnable parameters

## Layer information

  #  name      size
---  --------  ---------
  0  input     1x96x96
  1  conv1     32x94x94
  2  pool1     32x47x47
  3  dropout1  32x47x47
  4  conv2     64x46x46
  5  pool2     64x23x23
  6  dropout2  64x23x23
  7  conv3     128x22x22
  8  pool3     128x11x11
  9  dropout3  128x11x11
 10  hidden4   1000
 11  dropout4  1000
 12  hidden5   1000
 13  output    4

# Neural Network with 16535476 learnable parameters

## Layer information

  #  name      size
---  --------  ---------
  0  input     1x96x96
  1  conv1     32x94x94
  2  pool1     32x47x47
  3  dropout1  32x47x47
  4  conv2     64x46x46
  5  pool2     64x23x23
  6  dropout2  64x23x23
  7  conv3     128x22x22
  8  pool3     128x11x11
  9  dropout3  128x11x11
 10  hidden4   1000
 11  dropout4  1000
 12  hidden5   1000
 13  output    4

  epoch    trn loss    val loss    trn/val  dur
    227     0.00188     0.00164    1.14519  6.82s
    227     0.00188     0.00164    1.14519  6.82s
    228     0.00191     0.00162    1.17509  6.82s
    228     0.00191     0.00162    1.17509  6.82s
    229     0.00192     0.00161    1.19104  6.81s
    229     0.00192     0.00161    1.19104  6.81s
    230     0.00188     0.00161    1.16840  6.81s
    230     0.00188     0.00161    1.16840  6.81s
    231     0.00190     0.00161    1.17942  6.81s
    231     0.00190     0.00161    1.17942  6.81s
    232     0.00190     0.00162    1.17293  6.82s
    232     0.00190     0.00162    1.17293  6.82s
    233     [36m0.00187[0m     0.00161    1.16213  6.81s
    233     [36m0.00187[0m     0.00161    1.16213  6.81s
    234     [36m0.00184[0m     0.00162    1.13877  6.81s
    234     [36m0.00184[0m     0.00162    1.13877  6.81s
    235     0.00185     0.00161    1.14864  6.81s
    235     0.00185     0.00161    1.14864  6.81s
    236     0.00191     0.00160    1.18890  6.82s
    236     0.00191     0.00160    1.18890  6.82s
    237     0.00189     0.00162    1.16620  6.81s
    237     0.00189     0.00162    1.16620  6.81s
    238     0.00186     0.00162    1.14859  6.81s
    238     0.00186     0.00162    1.14859  6.81s
    239     0.00186     0.00161    1.15810  6.82s
    239     0.00186     0.00161    1.15810  6.82s
    240     0.00186     0.00162    1.14460  6.81s
    240     0.00186     0.00162    1.14460  6.81s
    241     0.00187     0.00159    1.17451  6.82s
    241     0.00187     0.00159    1.17451  6.82s
    242     [36m0.00182[0m     0.00159    1.14219  6.81s
    242     [36m0.00182[0m     0.00159    1.14219  6.81s
    243     0.00183     0.00160    1.14466  6.81s
    243     0.00183     0.00160    1.14466  6.81s
    244     0.00188     0.00161    1.16745  6.84s
    244     0.00188     0.00161    1.16745  6.84s
    245     0.00186     0.00161    1.15457  6.86s
    245     0.00186     0.00161    1.15457  6.86s
    246     0.00183     0.00159    1.14640  6.87s
    246     0.00183     0.00159    1.14640  6.87s
    247     0.00187     0.00160    1.16762  6.84s
    247     0.00187     0.00160    1.16762  6.84s
    248     0.00183     [32m0.00159[0m    1.14990  6.81s
    248     0.00183     [32m0.00159[0m    1.14990  6.81s
    249     0.00187     0.00162    1.14902  6.81s
    249     0.00187     0.00162    1.14902  6.81s
    250     0.00182     0.00162    1.12570  6.81s
    250     0.00182     0.00162    1.12570  6.81s
    251     0.00184     [32m0.00158[0m    1.16502  6.81s
    251     0.00184     [32m0.00158[0m    1.16502  6.81s
    252     0.00184     0.00161    1.14139  6.82s
    252     0.00184     0.00161    1.14139  6.82s
    253     [36m0.00182[0m     0.00159    1.14596  6.82s
    253     [36m0.00182[0m     0.00159    1.14596  6.82s
    254     0.00187     0.00160    1.17351  6.81s
    254     0.00187     0.00160    1.17351  6.81s
    255     0.00187     0.00160    1.17259  6.82s
    255     0.00187     0.00160    1.17259  6.82s
    256     [36m0.00181[0m     0.00161    1.12836  6.81s
    256     [36m0.00181[0m     0.00161    1.12836  6.81s
    257     [36m0.00179[0m     0.00159    1.12917  6.82s
    257     [36m0.00179[0m     0.00159    1.12917  6.82s
    258     0.00184     0.00159    1.15602  6.82s
    258     0.00184     0.00159    1.15602  6.82s
    259     [36m0.00179[0m     0.00159    1.12851  6.82s
    259     [36m0.00179[0m     0.00159    1.12851  6.82s
    260     0.00182     0.00161    1.13414  6.82s
    260     0.00182     0.00161    1.13414  6.82s
    261     [36m0.00178[0m     0.00161    1.10506  6.82s
    261     [36m0.00178[0m     0.00161    1.10506  6.82s
    262     [36m0.00177[0m     0.00159    1.11276  6.83s
    262     [36m0.00177[0m     0.00159    1.11276  6.83s
    263     0.00185     0.00161    1.14821  6.82s
    263     0.00185     0.00161    1.14821  6.82s
    264     0.00179     0.00160    1.12294  6.81s
    264     0.00179     0.00160    1.12294  6.81s
    265     0.00179     0.00159    1.12588  6.81s
    265     0.00179     0.00159    1.12588  6.81s
    266     0.00179     0.00160    1.12112  6.82s
    266     0.00179     0.00160    1.12112  6.82s
    267     [36m0.00176[0m     0.00160    1.10142  6.82s
    267     [36m0.00176[0m     0.00160    1.10142  6.82s
    268     0.00182     0.00159    1.15119  6.81s
    268     0.00182     0.00159    1.15119  6.81s
    269     0.00177     [32m0.00158[0m    1.12302  6.82s
    269     0.00177     [32m0.00158[0m    1.12302  6.82s
    270     0.00177     0.00161    1.09809  6.81s
    270     0.00177     0.00161    1.09809  6.81s
    271     0.00180     0.00160    1.12857  6.82s
    271     0.00180     0.00160    1.12857  6.82s
    272     0.00180     0.00159    1.12822  6.82s
    272     0.00180     0.00159    1.12822  6.82s
    273     0.00179     [32m0.00157[0m    1.14443  6.81s
    273     0.00179     [32m0.00157[0m    1.14443  6.81s
    274     [36m0.00176[0m     0.00161    1.09290  6.81s
    274     [36m0.00176[0m     0.00161    1.09290  6.81s
    275     0.00181     0.00158    1.14660  6.82s
    275     0.00181     0.00158    1.14660  6.82s
    276     0.00176     0.00162    1.08171  6.82s
    276     0.00176     0.00162    1.08171  6.82s
    277     0.00176     0.00159    1.10889  6.81s
    277     0.00176     0.00159    1.10889  6.81s
    278     [36m0.00175[0m     0.00160    1.09727  6.81s
    278     [36m0.00175[0m     0.00160    1.09727  6.81s
    279     0.00178     0.00162    1.10068  6.81s
    279     0.00178     0.00162    1.10068  6.81s
    280     0.00179     0.00160    1.11581  6.81s
    280     0.00179     0.00160    1.11581  6.81s
    281     0.00179     0.00160    1.11683  6.81s
    281     0.00179     0.00160    1.11683  6.81s
    282     0.00177     0.00159    1.11650  6.80s
    282     0.00177     0.00159    1.11650  6.80s
    283     [36m0.00175[0m     0.00161    1.08977  6.81s
    283     [36m0.00175[0m     0.00161    1.08977  6.81s
    284     0.00177     0.00158    1.12210  6.81s
    284     0.00177     0.00158    1.12210  6.81s
    285     0.00178     0.00158    1.12632  6.81s
    285     0.00178     0.00158    1.12632  6.81s
    286     0.00178     0.00159    1.11469  6.81s
    286     0.00178     0.00159    1.11469  6.81s
    287     0.00176     0.00160    1.10115  6.81s
    287     0.00176     0.00160    1.10115  6.81s
    288     [36m0.00172[0m     0.00160    1.07621  6.82s
    288     [36m0.00172[0m     0.00160    1.07621  6.82s
    289     0.00175     0.00160    1.09202  6.82s
    289     0.00175     0.00160    1.09202  6.82s
    290     0.00175     0.00158    1.10294  6.82s
    290     0.00175     0.00158    1.10294  6.82s
    291     0.00178     0.00161    1.10539  6.85s
    291     0.00178     0.00161    1.10539  6.85s
    292     [36m0.00172[0m     0.00162    1.06489  6.86s
    292     [36m0.00172[0m     0.00162    1.06489  6.86s
    293     0.00175     0.00158    1.10887  6.88s
    293     0.00175     0.00158    1.10887  6.88s
    294     [36m0.00172[0m     0.00161    1.06888  6.83s
    294     [36m0.00172[0m     0.00161    1.06888  6.83s
    295     0.00177     0.00157    1.12993  6.81s
    295     0.00177     0.00157    1.12993  6.81s
    296     0.00175     0.00161    1.09031  6.82s
    296     0.00175     0.00161    1.09031  6.82s
    297     0.00174     0.00161    1.08379  6.82s
    297     0.00174     0.00161    1.08379  6.82s
    298     [36m0.00170[0m     0.00159    1.07409  6.81s
    298     [36m0.00170[0m     0.00159    1.07409  6.81s
    299     [36m0.00167[0m     [32m0.00155[0m    1.07713  6.82s
    299     [36m0.00167[0m     [32m0.00155[0m    1.07713  6.82s
    300     0.00171     0.00158    1.08517  6.81s
    300     0.00171     0.00158    1.08517  6.81s
    301     0.00173     0.00156    1.10706  6.82s
    301     0.00173     0.00156    1.10706  6.82s
    302     0.00174     0.00159    1.09066  6.82s
    302     0.00174     0.00159    1.09066  6.82s
    303     0.00169     0.00156    1.08220  6.82s
    303     0.00169     0.00156    1.08220  6.82s
    304     0.00170     0.00157    1.08185  6.81s
    304     0.00170     0.00157    1.08185  6.81s
    305     0.00173     0.00159    1.08910  6.82s
    305     0.00173     0.00159    1.08910  6.82s
    306     0.00170     0.00157    1.08432  6.82s
    306     0.00170     0.00157    1.08432  6.82s
    307     0.00168     0.00162    1.03723  6.82s
    307     0.00168     0.00162    1.03723  6.82s
    308     0.00171     0.00157    1.08935  6.82s
    308     0.00171     0.00157    1.08935  6.82s
    309     0.00169     0.00160    1.05820  6.81s
    309     0.00169     0.00160    1.05820  6.81s
    310     0.00172     0.00158    1.09300  6.82s
    310     0.00172     0.00158    1.09300  6.82s
    311     0.00171     0.00159    1.07673  6.81s
    311     0.00171     0.00159    1.07673  6.81s
    312     0.00173     0.00157    1.10639  6.82s
    312     0.00173     0.00157    1.10639  6.82s
    313     0.00170     0.00157    1.07873  6.81s
    313     0.00170     0.00157    1.07873  6.81s
    314     [36m0.00165[0m     0.00159    1.03543  6.82s
    314     [36m0.00165[0m     0.00159    1.03543  6.82s
    315     0.00166     0.00157    1.05599  6.81s
    315     0.00166     0.00157    1.05599  6.81s
    316     0.00170     0.00159    1.07044  6.82s
    316     0.00170     0.00159    1.07044  6.82s
    317     0.00175     0.00156    1.11514  6.81s
    317     0.00175     0.00156    1.11514  6.81s
    318     0.00168     0.00157    1.07013  6.82s
    318     0.00168     0.00157    1.07013  6.82s
    319     0.00171     0.00157    1.08787  6.81s
    319     0.00171     0.00157    1.08787  6.81s
    320     0.00170     0.00159    1.06967  6.81s
    320     0.00170     0.00159    1.06967  6.81s
    321     [36m0.00165[0m     0.00158    1.04682  6.81s
    321     [36m0.00165[0m     0.00158    1.04682  6.81s
    322     0.00167     0.00156    1.07066  6.81s
    322     0.00167     0.00156    1.07066  6.81s
    323     0.00167     0.00160    1.03989  6.82s
    323     0.00167     0.00160    1.03989  6.82s
    324     0.00165     0.00157    1.05142  6.83s
    324     0.00165     0.00157    1.05142  6.83s
    325     0.00167     0.00159    1.05114  6.82s
    325     0.00167     0.00159    1.05114  6.82s
    326     [36m0.00164[0m     0.00159    1.02517  6.81s
    326     [36m0.00164[0m     0.00159    1.02517  6.81s
    327     0.00164     0.00159    1.03559  6.81s
    327     0.00164     0.00159    1.03559  6.81s
    328     0.00166     0.00158    1.04838  6.81s
    328     0.00166     0.00158    1.04838  6.81s
    329     [36m0.00162[0m     0.00156    1.04001  6.81s
    329     [36m0.00162[0m     0.00156    1.04001  6.81s
    330     0.00167     0.00157    1.06081  6.81s
    330     0.00167     0.00157    1.06081  6.81s
    331     0.00164     0.00156    1.05263  6.81s
    331     0.00164     0.00156    1.05263  6.81s
    332     0.00165     0.00156    1.05705  6.82s
    332     0.00165     0.00156    1.05705  6.82s
    333     0.00170     0.00159    1.07296  6.81s
    333     0.00170     0.00159    1.07296  6.81s
    334     0.00166     0.00157    1.06013  6.82s
    334     0.00166     0.00157    1.06013  6.82s
    335     0.00171     0.00159    1.07351  6.81s
    335     0.00171     0.00159    1.07351  6.81s
    336     0.00163     0.00158    1.03364  6.82s
    336     0.00163     0.00158    1.03364  6.82s
    337     0.00165     0.00157    1.05262  6.81s
    337     0.00165     0.00157    1.05262  6.81s
    338     0.00165     0.00157    1.05183  6.86s
    338     0.00165     0.00157    1.05183  6.86s
    339     0.00166     0.00156    1.05872  6.87s
    339     0.00166     0.00156    1.05872  6.87s
    340     [36m0.00158[0m     0.00161    0.98205  6.86s
    340     [36m0.00158[0m     0.00161    0.98205  6.86s
    341     0.00165     0.00159    1.03893  6.82s
    341     0.00165     0.00159    1.03893  6.82s
    342     0.00162     0.00158    1.02884  6.81s
    342     0.00162     0.00158    1.02884  6.81s
    343     0.00167     0.00156    1.07140  6.81s
    343     0.00167     0.00156    1.07140  6.81s
    344     0.00166     [32m0.00155[0m    1.06885  6.82s
    344     0.00166     [32m0.00155[0m    1.06885  6.82s
    345     0.00165     0.00157    1.05028  6.82s
    345     0.00165     0.00157    1.05028  6.82s
    346     0.00163     0.00160    1.02391  6.83s
    346     0.00163     0.00160    1.02391  6.83s
    347     0.00160     0.00155    1.02690  6.82s
    347     0.00160     0.00155    1.02690  6.82s
    348     0.00167     0.00156    1.07069  6.81s
    348     0.00167     0.00156    1.07069  6.81s
    349     0.00162     0.00157    1.03267  6.82s
    349     0.00162     0.00157    1.03267  6.82s
    350     0.00164     0.00157    1.04876  6.82s
    350     0.00164     0.00157    1.04876  6.82s
    351     0.00169     [32m0.00154[0m    1.09832  6.82s
    351     0.00169     [32m0.00154[0m    1.09832  6.82s
    352     0.00163     0.00158    1.03602  6.81s
    352     0.00163     0.00158    1.03602  6.81s
    353     0.00164     0.00156    1.05483  6.84s
    353     0.00164     0.00156    1.05483  6.84s
    354     0.00160     0.00156    1.02437  6.82s
    354     0.00160     0.00156    1.02437  6.82s
    355     0.00170     [32m0.00153[0m    1.10907  6.81s
    355     0.00170     [32m0.00153[0m    1.10907  6.81s
    356     0.00159     0.00157    1.01440  6.81s
    356     0.00159     0.00157    1.01440  6.81s
    357     [36m0.00156[0m     0.00156    0.99759  6.81s
    357     [36m0.00156[0m     0.00156    0.99759  6.81s
    358     0.00161     [32m0.00153[0m    1.05241  6.82s
    358     0.00161     [32m0.00153[0m    1.05241  6.82s
    359     0.00163     0.00157    1.03842  6.81s
    359     0.00163     0.00157    1.03842  6.81s
    360     0.00160     0.00155    1.02897  6.81s
    360     0.00160     0.00155    1.02897  6.81s
    361     0.00162     0.00156    1.03816  6.81s
    361     0.00162     0.00156    1.03816  6.81s
    362     0.00162     0.00157    1.03184  6.81s
    362     0.00162     0.00157    1.03184  6.81s
    363     0.00164     0.00156    1.05161  6.81s
    363     0.00164     0.00156    1.05161  6.81s
    364     0.00161     0.00155    1.03951  6.81s
    364     0.00161     0.00155    1.03951  6.81s
    365     0.00159     0.00157    1.00972  6.81s
    365     0.00159     0.00157    1.00972  6.81s
    366     0.00158     0.00157    1.01190  6.82s
    366     0.00158     0.00157    1.01190  6.82s
    367     [36m0.00155[0m     0.00155    1.00335  6.82s
    367     [36m0.00155[0m     0.00155    1.00335  6.82s
    368     [36m0.00155[0m     0.00156    0.99160  6.82s
    368     [36m0.00155[0m     0.00156    0.99160  6.82s
    369     0.00157     [32m0.00153[0m    1.02796  6.82s
    369     0.00157     [32m0.00153[0m    1.02796  6.82s
    370     [36m0.00154[0m     0.00155    0.99855  6.82s
    370     [36m0.00154[0m     0.00155    0.99855  6.82s
    371     0.00156     0.00156    1.00417  6.81s
    371     0.00156     0.00156    1.00417  6.81s
    372     0.00162     0.00155    1.04505  6.82s
    372     0.00162     0.00155    1.04505  6.82s
    373     0.00161     0.00155    1.03377  6.82s
    373     0.00161     0.00155    1.03377  6.82s
    374     0.00157     0.00157    1.00178  6.81s
    374     0.00157     0.00157    1.00178  6.81s
    375     0.00157     0.00155    1.00794  6.81s
    375     0.00157     0.00155    1.00794  6.81s
    376     0.00156     0.00155    1.00698  6.82s
    376     0.00156     0.00155    1.00698  6.82s
    377     0.00155     0.00156    0.98909  6.82s
    377     0.00155     0.00156    0.98909  6.82s
    378     0.00160     0.00159    1.00996  6.82s
    378     0.00160     0.00159    1.00996  6.82s
    379     0.00160     0.00156    1.02309  6.81s
    379     0.00160     0.00156    1.02309  6.81s
    380     0.00158     0.00156    1.01399  6.82s
    380     0.00158     0.00156    1.01399  6.82s
    381     0.00158     0.00155    1.01765  6.81s
    381     0.00158     0.00155    1.01765  6.81s
    382     0.00159     0.00155    1.02410  6.82s
    382     0.00159     0.00155    1.02410  6.82s
    383     0.00160     0.00158    1.01180  6.81s
    383     0.00160     0.00158    1.01180  6.81s
    384     0.00158     0.00156    1.01205  6.81s
    384     0.00158     0.00156    1.01205  6.81s
    385     0.00159     0.00157    1.01565  6.87s
    385     0.00159     0.00157    1.01565  6.87s
    386     [36m0.00153[0m     0.00154    0.99472  6.86s
    386     [36m0.00153[0m     0.00154    0.99472  6.86s
    387     0.00157     0.00157    1.00186  6.87s
    387     0.00157     0.00157    1.00186  6.87s
    388     0.00156     [32m0.00153[0m    1.02008  6.81s
    388     0.00156     [32m0.00153[0m    1.02008  6.81s
    389     0.00157     0.00155    1.01278  6.81s
    389     0.00157     0.00155    1.01278  6.81s
    390     0.00156     0.00153    1.01948  6.81s
    390     0.00156     0.00153    1.01948  6.81s
    391     0.00158     0.00153    1.03161  6.81s
    391     0.00158     0.00153    1.03161  6.81s
    392     0.00157     0.00155    1.01249  6.81s
    392     0.00157     0.00155    1.01249  6.81s
    393     0.00155     0.00153    1.01648  6.81s
    393     0.00155     0.00153    1.01648  6.81s
    394     0.00155     0.00155    1.00126  6.82s
    394     0.00155     0.00155    1.00126  6.82s
    395     0.00156     0.00154    1.01076  6.82s
    395     0.00156     0.00154    1.01076  6.82s
    396     [36m0.00150[0m     0.00154    0.97726  6.84s
    396     [36m0.00150[0m     0.00154    0.97726  6.84s
    397     0.00163     0.00153    1.06399  6.81s
    397     0.00163     0.00153    1.06399  6.81s
    398     0.00154     0.00156    0.98968  6.81s
    398     0.00154     0.00156    0.98968  6.81s
    399     0.00157     0.00155    1.01425  6.81s
    399     0.00157     0.00155    1.01425  6.81s
    400     0.00156     0.00156    1.00211  6.81s
    400     0.00156     0.00156    1.00211  6.81s
    401     0.00153     0.00156    0.97627  6.81s
    401     0.00153     0.00156    0.97627  6.81s
    402     0.00153     0.00153    0.99932  6.81s
    402     0.00153     0.00153    0.99932  6.81s
    403     0.00152     0.00158    0.96219  6.81s
    403     0.00152     0.00158    0.96219  6.81s
    404     0.00156     0.00155    1.00675  6.81s
    404     0.00156     0.00155    1.00675  6.81s
    405     0.00151     0.00154    0.98363  6.81s
    405     0.00151     0.00154    0.98363  6.81s
    406     0.00156     0.00153    1.01749  6.81s
    406     0.00156     0.00153    1.01749  6.81s
    407     [36m0.00149[0m     0.00156    0.95154  6.81s
    407     [36m0.00149[0m     0.00156    0.95154  6.81s
    408     [36m0.00147[0m     0.00155    0.95175  6.82s
    408     [36m0.00147[0m     0.00155    0.95175  6.82s
    409     0.00150     0.00154    0.97690  6.82s
    409     0.00150     0.00154    0.97690  6.82s
    410     0.00153     0.00157    0.97255  6.82s
    410     0.00153     0.00157    0.97255  6.82s
    411     [36m0.00146[0m     0.00156    0.93640  6.82s
    411     [36m0.00146[0m     0.00156    0.93640  6.82s
    412     0.00148     0.00155    0.95095  6.81s
    412     0.00148     0.00155    0.95095  6.81s
    413     0.00153     0.00156    0.98626  6.82s
    413     0.00153     0.00156    0.98626  6.82s
    414     0.00149     0.00157    0.94548  6.81s
    414     0.00149     0.00157    0.94548  6.81s
    415     0.00147     0.00155    0.94965  6.82s
    415     0.00147     0.00155    0.94965  6.82s
    416     0.00146     0.00158    0.92892  6.81s
    416     0.00146     0.00158    0.92892  6.81s
    417     0.00151     [32m0.00153[0m    0.99028  6.81s
    417     0.00151     [32m0.00153[0m    0.99028  6.81s
    418     0.00150     0.00153    0.98269  6.81s
    418     0.00150     0.00153    0.98269  6.81s
    419     0.00153     0.00156    0.98337  6.82s
    419     0.00153     0.00156    0.98337  6.82s
    420     0.00148     0.00155    0.95435  6.83s
    420     0.00148     0.00155    0.95435  6.83s
    421     0.00149     0.00155    0.96319  6.81s
    421     0.00149     0.00155    0.96319  6.81s
    422     0.00150     [32m0.00152[0m    0.98726  6.81s
    422     0.00150     [32m0.00152[0m    0.98726  6.81s
    423     0.00153     0.00154    0.99269  6.81s
    423     0.00153     0.00154    0.99269  6.81s
    424     0.00150     0.00154    0.97498  6.82s
    424     0.00150     0.00154    0.97498  6.82s
    425     0.00147     0.00154    0.95446  6.82s
    425     0.00147     0.00154    0.95446  6.82s
    426     0.00149     0.00155    0.95793  6.81s
    426     0.00149     0.00155    0.95793  6.81s
    427     0.00153     0.00153    1.00407  6.82s
    427     0.00153     0.00153    1.00407  6.82s
    428     0.00148     0.00153    0.96793  6.82s
    428     0.00148     0.00153    0.96793  6.82s
    429     0.00152     0.00154    0.98583  6.82s
    429     0.00152     0.00154    0.98583  6.82s
    430     0.00153     0.00153    0.99650  6.82s
    430     0.00153     0.00153    0.99650  6.82s
    431     0.00146     0.00155    0.94159  6.82s
    431     0.00146     0.00155    0.94159  6.82s
    432     0.00149     0.00155    0.95984  6.87s
    432     0.00149     0.00155    0.95984  6.87s
    433     0.00148     0.00157    0.94511  6.87s
    433     0.00148     0.00157    0.94511  6.87s
    434     0.00148     0.00155    0.95332  6.85s
    434     0.00148     0.00155    0.95332  6.85s
    435     0.00147     0.00155    0.95085  6.81s
    435     0.00147     0.00155    0.95085  6.81s
    436     [36m0.00142[0m     0.00157    0.90645  6.81s
    436     [36m0.00142[0m     0.00157    0.90645  6.81s
    437     0.00148     0.00154    0.96389  6.82s
    437     0.00148     0.00154    0.96389  6.82s
    438     0.00145     0.00153    0.94447  6.82s
    438     0.00145     0.00153    0.94447  6.82s
    439     0.00145     0.00155    0.94163  6.82s
    439     0.00145     0.00155    0.94163  6.82s
    440     0.00155     0.00155    0.99738  6.82s
    440     0.00155     0.00155    0.99738  6.82s
    441     0.00144     0.00154    0.93872  6.82s
    441     0.00144     0.00154    0.93872  6.82s
    442     0.00145     0.00152    0.95581  6.81s
    442     0.00145     0.00152    0.95581  6.81s
    443     0.00144     0.00154    0.93588  6.81s
    443     0.00144     0.00154    0.93588  6.81s
    444     0.00145     0.00153    0.94597  6.81s
    444     0.00145     0.00153    0.94597  6.81s
    445     0.00148     0.00153    0.97005  6.81s
    445     0.00148     0.00153    0.97005  6.81s
    446     0.00149     0.00153    0.97399  6.82s
    446     0.00149     0.00153    0.97399  6.82s
    447     0.00149     0.00154    0.96769  6.82s
    447     0.00149     0.00154    0.96769  6.82s
    448     0.00150     0.00153    0.98044  6.82s
    448     0.00150     0.00153    0.98044  6.82s
    449     0.00146     0.00153    0.94906  6.82s
    449     0.00146     0.00153    0.94906  6.82s
    450     0.00144     0.00153    0.93889  6.82s
    450     0.00144     0.00153    0.93889  6.82s
    451     0.00144     0.00153    0.93895  6.81s
    451     0.00144     0.00153    0.93895  6.81s
    452     0.00145     0.00155    0.93209  6.81s
    452     0.00145     0.00155    0.93209  6.81s
    453     0.00143     [32m0.00152[0m    0.94003  6.81s
    453     0.00143     [32m0.00152[0m    0.94003  6.81s
    454     0.00147     0.00153    0.96022  6.82s
    454     0.00147     0.00153    0.96022  6.82s
    455     0.00146     0.00152    0.96162  6.84s
    455     0.00146     0.00152    0.96162  6.84s
    456     0.00144     [32m0.00151[0m    0.95322  6.82s
    456     0.00144     [32m0.00151[0m    0.95322  6.82s
    457     0.00144     0.00156    0.92827  6.82s
    457     0.00144     0.00156    0.92827  6.82s
    458     0.00143     0.00155    0.92615  6.82s
    458     0.00143     0.00155    0.92615  6.82s
    459     [36m0.00142[0m     0.00154    0.92242  6.82s
    459     [36m0.00142[0m     0.00154    0.92242  6.82s
    460     0.00146     0.00154    0.94493  6.81s
    460     0.00146     0.00154    0.94493  6.81s
    461     0.00145     0.00155    0.93534  6.81s
    461     0.00145     0.00155    0.93534  6.81s
    462     0.00142     0.00153    0.92779  6.81s
    462     0.00142     0.00153    0.92779  6.81s
    463     [36m0.00138[0m     0.00154    0.89330  6.81s
    463     [36m0.00138[0m     0.00154    0.89330  6.81s
    464     0.00138     0.00153    0.90144  6.83s
    464     0.00138     0.00153    0.90144  6.83s
    465     0.00141     0.00156    0.90538  6.83s
    465     0.00141     0.00156    0.90538  6.83s
    466     0.00139     0.00155    0.89653  6.82s
    466     0.00139     0.00155    0.89653  6.82s
    467     0.00140     [32m0.00150[0m    0.93186  6.82s
    467     0.00140     [32m0.00150[0m    0.93186  6.82s
    468     0.00145     0.00155    0.93781  6.82s
    468     0.00145     0.00155    0.93781  6.82s
    469     0.00141     0.00153    0.92574  6.81s
    469     0.00141     0.00153    0.92574  6.81s
    470     0.00141     0.00152    0.93084  6.81s
    470     0.00141     0.00152    0.93084  6.81s
    471     0.00141     0.00154    0.91377  6.81s
    471     0.00141     0.00154    0.91377  6.81s
    472     0.00142     0.00153    0.92689  6.83s
    472     0.00142     0.00153    0.92689  6.83s
    473     0.00138     0.00153    0.90146  6.82s
    473     0.00138     0.00153    0.90146  6.82s
    474     0.00144     0.00153    0.94118  6.81s
    474     0.00144     0.00153    0.94118  6.81s
    475     0.00143     0.00154    0.92870  6.81s
    475     0.00143     0.00154    0.92870  6.81s
    476     0.00139     0.00155    0.89444  6.82s
    476     0.00139     0.00155    0.89444  6.82s
    477     0.00141     0.00154    0.91228  6.81s
    477     0.00141     0.00154    0.91228  6.81s
    478     0.00141     0.00153    0.92562  6.84s
    478     0.00141     0.00153    0.92562  6.84s
    479     0.00143     0.00152    0.93703  6.87s
    479     0.00143     0.00152    0.93703  6.87s
    480     0.00142     0.00153    0.92449  6.86s
    480     0.00142     0.00153    0.92449  6.86s
    481     0.00138     0.00152    0.90855  6.83s
    481     0.00138     0.00152    0.90855  6.83s
    482     0.00139     0.00153    0.90778  6.83s
    482     0.00139     0.00153    0.90778  6.83s
    483     0.00138     0.00151    0.91567  6.82s
    483     0.00138     0.00151    0.91567  6.82s
    484     0.00140     0.00152    0.92158  6.82s
    484     0.00140     0.00152    0.92158  6.82s
    485     0.00141     0.00152    0.93232  6.81s
    485     0.00141     0.00152    0.93232  6.81s
    486     [36m0.00135[0m     0.00152    0.88498  6.83s
    486     [36m0.00135[0m     0.00152    0.88498  6.83s
    487     0.00138     0.00152    0.90643  6.82s
    487     0.00138     0.00152    0.90643  6.82s
    488     0.00136     0.00152    0.89304  6.81s
    488     0.00136     0.00152    0.89304  6.81s
    489     [36m0.00134[0m     0.00152    0.88492  6.81s
    489     [36m0.00134[0m     0.00152    0.88492  6.81s
    490     0.00143     0.00153    0.93159  6.81s
    490     0.00143     0.00153    0.93159  6.81s
    491     0.00139     0.00153    0.90877  6.81s
    491     0.00139     0.00153    0.90877  6.81s
    492     0.00138     0.00153    0.90414  6.81s
    492     0.00138     0.00153    0.90414  6.81s
    493     0.00140     0.00152    0.92129  6.82s
    493     0.00140     0.00152    0.92129  6.82s
    494     0.00137     0.00151    0.90578  6.81s
    494     0.00137     0.00151    0.90578  6.81s
    495     0.00135     0.00156    0.86428  6.81s
    495     0.00135     0.00156    0.86428  6.81s
    496     0.00139     0.00155    0.89817  6.81s
    496     0.00139     0.00155    0.89817  6.81s
    497     0.00135     0.00155    0.87062  6.81s
    497     0.00135     0.00155    0.87062  6.81s
